#OTU ID	T589.T2	T586.T2	T602.T2	T596.T2	T603.T2	T583.T2	T601.T2	T592.T2	T576.T2	T600.T2	T590.T2	T577.T2	T599.T2	T570.T2	T578.T2	T598.T2	T595.T2	T571.T2	T580.T2	T574.T2	T585.T2	T594.T2	T588.T2	T582.T2	T581.T2	T584.T2	T575.T2	T591.T2	T597.T2	T573.T2	T593.T2	T572.T2
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__	0.00720226356855	0.007921998781231	0.000811960304163	0.001174276438489	0.00107052526322	0.003671489138511	0.006370036224455	0.022765552838903	0.002170552833229	0.003195744110837	0.002932039512723	0.000835378269723	0.002261846420628	0.002816714716506	0.00169843366673	0.007932910244787	0.012051360708182	0.00030599755202	0.000717996367783	0.000846235817715	0.002068531342747	0.000413052457662	0.003438574554548	0.002265150867596	0.002744538368646	0.001644060830251	0.003383785266816	0.000748158379374	0.002215698221902	0.000819149904433	0.001464729318022	0.002230564169523
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria;Other	8.574123295893E-05	0.000435274658309	0.000128882587962	0	1.17640138815364E-05	0.00017483281612	1.36696056318775E-05	0	6.57743282796725E-05	3.82723845609201E-05	0.000139620929177	5.22111418576724E-05	0	0.000198826921165	3.77429703717683E-05	0.000151103052282	4.38231298479337E-05	0	0	0	0	3.75502234238294E-05	0.000104199228926	8.54773912300197E-05	0	0	0	0	0.000110784911095	9.10166560480568E-05	0.000175767518163	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella	0.00317242561948	0.008444328371202	0.003892254156463	0.002624853215445	0.004682077524851	0.004895318851348	0.002966304422117	0.005704971475143	0.007498273423883	0.008362516026561	0.001954693008482	0.000574322560434	0.002488031062691	0.007588560824469	0.011322891111531	0.006044122091266	0.004163197335554	0.004054467564259	0.002153989103349	0.003823732213377	0.002338339778757	0.014081333783936	0.003785905317634	0.002008718693905	0.000713579975848	0.003699136868064	0.001874799945128	0.002532228360958	0.003378939788401	0.004050241194139	0.003632528708695	0.01202328491377
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__	0.000171482465918	0.000174109863324	6.44412939811832E-05	6.90750846169787E-05	7.05840832892183E-05	4.37082040298964E-05	0.000123026450687	0.000108666123336	0.000295984477259	5.74085768413801E-05	0.000802820342769	0.000104422283715	0.000263882082407	0.000165689100971	0.000377429703718	7.5551526140828E-05	4.38231298479337E-05	0.00030599755202	0.000211175402289	0	0.000719489162694	0	6.94661526171373E-05	0.00034190956492	0	0.000234865832893	0.00027436096758	0.000402854511971	0.000609317011023	9.10166560480568E-05	0.000117178345442	0.000326424024808
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila	0.000514447397754	0.000522329589971	0.000115994329166	0.000207225253851	0.000294100347038	0.00013112461209	0.000751828309753	0.00027166530834	0.000526194626237	0.000382723845609	0.000314147090649	0.001984023390592	0.000678553926188	9.94134605825629E-05	0.000679373466692	0.000226654578422	0.000131469389544	0.000764993880049	0.000295645563205	0.000250736538582	0.000629553017358	0.000300401787391	0.000590462297246	0.001068467390375	0.00038423537161	0.000645881040456	0.001326078009968	0.000287753222836	0.000997064199856	0.00045508328024	0	0.000870464066155
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	0.002829460687645	0.000609384521633	0.000837736821755	0.003246528976998	0.001446973707429	0.000611914856419	0.002829608365799	0.002716653083401	0.002367875818068	0.001186443921389	0.003595238926315	0.005638803320629	0.004599087721944	0.000762169864466	0.008794112096622	0.000679963735267	0.000613523817871	0.002906976744186	0.006250791907759	0.001911866106688	0.004946487993525	0.004956629491945	0.001528255357577	0.009445251730917	0.00806894280382	0.004051435617404	0.005212858384014	0.006790976058932	0.00271423032183	0.003458632929826	0.003280993672369	0.007072520537512
k__Bacteria;p__TM7;c__TM7-3;o__CW040;f__F16;g__	0	0	0	0.000138150169234	0	8.74164080597928E-05	0	0.000162999185004	0	5.74085768413801E-05	3.49052322943209E-05	0	0	6.62756403883752E-05	0.000113228911115	3.7775763070414E-05	0	0	4.22350804578283E-05	6.26841346455212E-05	8.99361453368109E-05	3.75502234238294E-05	3.47330763085687E-05	4.27386956150098E-05	0	0	4.57268279299465E-05	0	5.53924555475544E-05	0.000136524984072	0.000175767518163	0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma	0.001457600960302	0.004004526856446	0.002990076040727	0.000138150169234	0.000247044291512	0.000393373836269	0.005522520675279	0	0.011082974315125	0.00042099623017	0.001884882543893	0.000208844567431	0.000113092321031	0.000430791662524	0.000113228911115	0.000377757630704	0.000613523817871	0	0.000802466528699	3.13420673227606E-05	0.000899361453368	3.75502234238294E-05	0.000416796915703	0.0008547739123	0.000713579975848	0.000117432916446	0.00013718048379	0.000517955801105	0.00022156982219	0.001046691544553	0	0.000272020020674
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__;g__	0.000514447397754	0.00322103247149	0.001572367573141	0.000759825930787	0.003646844303276	0.001267537916867	0.003239696534755	0.004618310241782	0.000197322984839	0.00248770499646	0.010611190617474	5.22111418576724E-05	0	0.001060410246214	0.001207775051897	0.003437594439408	0.003856435426618	0.000994492044064	0.00038011572412	0.001128314423619	0.004137062685493	3.75502234238294E-05	0.001389323052343	0.000726557825455	0.000109781534746	0.00217250895426	0.003658146234396	0.003050184162063	0.000609317011023	0.000500591608264	0.000117178345442	0.000979272074425
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia	0.000342964931836	0.012622965090972	0.006482794174507	0	0.032421622257514	0.001267537916867	0.003595106281184	0.000380331431676	0.000361758805538	0.022848613582869	0.004467869733673	0.000104422283715	0.00346816451163	3.31378201941876E-05	0.000150971881487	0.006535207011182	0	7.6499388004896E-05	0.00097140685053	0.000501473077164	0.00026980843601	0	0.000138932305234	0.003461834344816	0.000768470743221	0.00182021020492	0.000594448763089	0.006560773480663	0.000110784911095	4.55083280240284E-05	0.000175767518163	0.000163212012404
